partner,reporter,date,total_exports,gdp,partner_exports,beta
Russia,United States,2021-06-24,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-25,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-26,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-27,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-28,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-29,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-02-01,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-02,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-03,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-04,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-05,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-06,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-07,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-08,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-09,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-10,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-11,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-05-24,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-25,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-02-14,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-15,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-16,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-17,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-18,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-19,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-20,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-21,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-22,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-23,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-24,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-25,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-26,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-27,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-28,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-12-10,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-11,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-12,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-13,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-14,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-15,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-16,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-17,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-18,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-19,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-20,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-21,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-22,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-23,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-24,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-25,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-26,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-27,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-28,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-29,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-30,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-31,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-07-31,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-02-12,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-02-13,4435070434.321428,69390120714.28572,21257604.67857143,3.063491525846994e-4
Russia,United States,2021-03-01,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-02,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-03,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-04,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-05,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-06,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-07,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-08,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-09,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-10,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-11,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-12,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-13,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-14,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-15,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-16,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-17,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-18,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-03-19,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
